isbn13,titre,auteur_prenom,auteur_nom,date_publication,nb_pages,lien google book,recherche google
9782070437436,Le Guide du Voyageur Galactique,Douglas,Adams,11/03/2010,288,https://www.google.fr/books/edition/_/tOSSRAAACAAJ?hl=fr,https://www.google.com/search?q=9782070437436
9782070322787,Propos sur les pouvoirs,Alain,Alain,12/02/1985,384,https://www.google.fr/books/edition/_/gq99QgAACAAJ?hl=fr,https://www.google.com/search?q=9782070322787
9782070365616,Le livre de ma mère,Cohen,Albert,,,https://www.google.fr/books/edition/_/s6skAQAAMAAJ?hl=fr,https://www.google.com/search?q=9782070365616
9782909450018,Des lumières et des ombres,Henri,Alekan,20/07/2001,289,https://www.google.fr/books/edition/_/UAyNPQAACAAJ?hl=fr,https://www.google.com/search?q=9782909450018
9782080707253,La divine comédie,Dante,Alighieri,04/01/1999,380,https://www.google.fr/books/edition/_/KCE3QwAACAAJ?hl=fr,https://www.google.com/search?q=9782080707253
9782221054833,Oeuvres anthumes,Alphonse,Allais,16/03/1989,1173,https://www.google.fr/books/edition/_/SVEbAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782221054833
9791020900111,Sur les épaules de Darwin - Les battements du temps,Jean,Ameisen,17/10/2012,444,https://www.google.fr/books/edition/_/OUXiMgEACAAJ?hl=fr,https://www.google.com/search?q=9791020900111
9782070387861,Les contes d'Andersen,Hans,Andersen,25/05/1994,480,https://www.google.fr/books/edition/_/WH8JPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070387861
9782266043878,Condition de l'homme moderne,Hannah,Arendt,05/03/1992,406,https://www.google.fr/books/edition/_/lseVOwAACAAJ?hl=fr,https://www.google.com/search?q=9782266043878
9782020047319,L'Homme devant la mort,Philippe,Ariès,01/11/1977,641,https://www.google.fr/books/edition/_/_1IQAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782020047319
9782020047364,"Essais sur l'histoire de la mort en Occident, du Moyen âge à nos jours",Philippe,Ariès,01/01/1977,222,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782020047364
9782253942061,Machiavel et les tyrannies modernes,Raymond,Aron,01/02/1995,438,https://www.google.fr/books/edition/_/SpwBHQAACAAJ?hl=fr,https://www.google.com/search?q=9782253942061
9782253147947,Geisha,Golden,Arthur,,,https://www.google.fr/books/edition/_/kgQ-mgEACAAJ?hl=fr,https://www.google.com/search?q=9782253147947
9782070415700,"Le cycle de Fondation, tome I : Fondation",Isaac,Asimov,11/10/2000,251,https://www.google.fr/books/edition/_/TQ4DyAEACAAJ?hl=fr,https://www.google.com/search?q=9782070415700
9782277124047,Les Cavernes d'acier,Isaac,Asimov,26/02/2001,,https://www.google.fr/books/edition/_/7OpoAAAACAAJ?hl=fr,https://www.google.com/search?q=9782277124047
9782277134534,Les Robots,Isaac,Asimov,26/02/2001,,https://www.google.fr/books/edition/_/6gFJPQAACAAJ?hl=fr,https://www.google.com/search?q=9782277134534
9782277220558,Espace vital,Isaac,Asimov,26/02/2001,250,https://www.google.fr/books/edition/_/lNEAPgAACAAJ?hl=fr,https://www.google.com/search?q=9782277220558
9782253153481,Blaise Pascal ou le génie français,Jacques,Attali,09/10/2002,535,https://www.google.fr/books/edition/_/tVAzHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253153481
9782080700162,Pensées pour moi-même,Marc,Aurèle,04/01/1999,222,https://www.google.fr/books/edition/_/XkYGzgEACAAJ?hl=fr,https://www.google.com/search?q=9782080700162
9782868696946,Trilogie new-yorkaise,Paul,Auster,25/06/1991,448,https://www.google.fr/books/edition/_/RcK2wAEACAAJ?hl=fr,https://www.google.com/search?q=9782868696946
9782868698209,L'invention de la solitude,Paul,Auster,25/03/1992,304,https://www.google.fr/books/edition/_/GK_ljwEACAAJ?hl=fr,https://www.google.com/search?q=9782868698209
9782221092071,Dictionnaire de la civilisation mésopotamienne,Luc,Bachelot,27/09/2001,1024,https://www.google.fr/books/edition/_/__1lQgAACAAJ?hl=fr,https://www.google.com/search?q=9782221092071
9782266083300,Le colonel Chabert,Honore,Balzac,,,https://www.google.fr/books/edition/_/uDkWDQEACAAJ?hl=fr,https://www.google.com/search?q=9782266083300
9782070142378,Trois fois dès l'aube,Alessandro,Baricco,26/02/2015,128,https://www.google.fr/books/edition/_/nZkYrgEACAAJ?hl=fr,https://www.google.com/search?q=9782070142378
9782070419272,"Constellations : Mozart, Rossini, Benjamin, Adorno",Alessandro,Baricco,28/03/2002,177,https://www.google.fr/books/edition/_/zcXOkQEACAAJ?hl=fr,https://www.google.com/search?q=9782070419272
9782070419586,Océan mer,Alessandro,Baricco,01/08/2002,282,https://www.google.fr/books/edition/_/yrd5PQAACAAJ?hl=fr,https://www.google.com/search?q=9782070419586
9782070419876,Novecento : pianiste,Alessandro,Baricco,07/02/2002,87,https://www.google.fr/books/edition/_/dcb1OAAACAAJ?hl=fr,https://www.google.com/search?q=9782070419876
9782226088819,Soie,Alessandro,Baricco,02/01/1997,120,https://www.google.fr/books/edition/_/a6fpAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782226088819
9782221067079,"Les jardins : paysagistes, jardiniers, poètes",Michel,Baridon,05/11/1998,1233,https://www.google.fr/books/edition/_/CxOESAAACAAJ?hl=fr,https://www.google.com/search?q=9782221067079
9782020005852,Mythologies,Roland,Barthes,01/05/1970,233,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782020005852
9782020006101,Le Degré zéro de l'écriture,Roland,Barthes,01/10/1972,179,https://www.google.fr/books/edition/_/OTAIAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782020006101
9782020050722,Sur Racine,Roland,Barthes,01/02/1979,167,https://www.google.fr/books/edition/_/vX-RAAAAIAAJ?hl=fr,https://www.google.com/search?q=9782020050722
9782020058094,Essais critiques,Roland,Barthes,31/12/1998,,https://www.google.fr/books/edition/_/_ZpZAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782020058094
9782020125703,L' aventure semiologique,Roland,Barthes,02/02/1991,360,https://www.google.fr/books/edition/_/d1vBQgAACAAJ?hl=fr,https://www.google.com/search?q=9782020125703
9782020381796,"Le grain de la voix : entretiens, 1962-1980",Roland,Barthes,03/09/1999,,https://www.google.fr/books/edition/_/TSDCAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020381796
9782020381802,Critique et vérité,Barthes,Barthes,03/09/1999,86,https://www.google.fr/books/edition/_/9-ldAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020381802
9782020567282,1968-1971,Roland,Barthes,05/11/2002,1088,https://www.google.fr/books/edition/_/uf5hAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782020567282
9782070366347,Le Jardin des Finzi-Contini,Giorgio,Bassani,05/03/1975,372,https://www.google.fr/books/edition/_/5v6gxgEACAAJ?hl=fr,https://www.google.com/search?q=9782070366347
9782221502013,Œuvres complètes,Charles,Baudelaire,01/11/1980,1003,https://www.google.fr/books/edition/_/RZAy0QEACAAJ?hl=fr,https://www.google.com/search?q=9782221502013
9782253045571,Amérique,Jean,Baudrillard,01/06/1986,,https://www.google.fr/books/edition/_/V4vFQgAACAAJ?hl=fr,https://www.google.com/search?q=9782253045571
9782732427720,L'Égypte : tout ce qu'on sait et comment on le sait,Laurent,Bavay,20/03/2003,181,https://www.google.fr/books/edition/_/qZ27AAAACAAJ?hl=fr,https://www.google.com/search?q=9782732427720
9782012350977,"Les hommes au temps de Lascaux, 40000-10000 avant J.-C",Sophie,Beaune,01/11/1995,316,https://www.google.fr/books/edition/_/SQioGwAACAAJ?hl=fr,https://www.google.com/search?q=9782012350977
9782221067475,"Dictionnaire de la bêtise, le livre des bizarres",Guy,Bechtel,08/11/1991,790,https://www.google.fr/books/edition/_/DKSLGwAACAAJ?hl=fr,https://www.google.com/search?q=9782221067475
9782862601632,"Autrement, hors-série, no. 18, mai 1986",Jean-Philippe,Béja,01/12/1986,,https://www.google.fr/books/edition/_/ADGLMQEACAAJ?hl=fr,https://www.google.com/search?q=9782862601632
9782283027967,Un hiver avec Schubert,Olivier,Bellamy,08/10/2015,288,https://www.google.fr/books/edition/_/lX8zjgEACAAJ?hl=fr,https://www.google.com/search?q=9782283027967
9782070315895,Ravelstein,Saul,Bellow,20/08/2004,320,https://www.google.fr/books/edition/_/6gpGPgAACAAJ?hl=fr,https://www.google.com/search?q=9782070315895
9782070375394,Le Faiseur de pluie,Saul,Bellow,13/03/1984,480,https://www.google.fr/books/edition/_/hYn7AAAACAAJ?hl=fr,https://www.google.com/search?q=9782070375394
9782070410675,Une affinité véritable,Saul,Bellow,02/02/2000,120,https://www.google.fr/books/edition/_/hWmAPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070410675
9782070700141,Au jour le jour,Saul,Bellow,24/11/1983,238,https://www.google.fr/books/edition/_/k0HFHAAACAAJ?hl=fr,https://www.google.com/search?q=9782070700141
9782070701780,Mémoires de Mosby : et autres nouvelles,Saul,Bellow,11/03/2004,210,https://www.google.fr/books/edition/_/cg0bPQAACAAJ?hl=fr,https://www.google.com/search?q=9782070701780
9782253050018,L'hiver du doyen,Saul,Bellow,01/08/1994,,https://www.google.fr/books/edition/_/QlYyHQAACAAJ?hl=fr,https://www.google.com/search?q=9782253050018
9782070417087,Tout à l'ego,Tonino,Benacquista,07/02/2001,192,https://www.google.fr/books/edition/_/CCPWAgAACAAJ?hl=fr,https://www.google.com/search?q=9782070417087
9782742733378,Le Bar sous la mer,Stefano,Benni,30/06/2001,224,https://www.google.fr/books/edition/_/UuJ9KQAACAAJ?hl=fr,https://www.google.com/search?q=9782742733378
9782221075517,Le Voyage en Orient,Jean-Claude,Berchet,30/11/1992,1108,https://www.google.fr/books/edition/_/ArW0bwAACAAJ?hl=fr,https://www.google.com/search?q=9782221075517
9782259194044,Dictionnaire amoureux de l'Amérique,Yves,Berger,20/11/2003,556,https://www.google.fr/books/edition/_/59omPQAACAAJ?hl=fr,https://www.google.com/search?q=9782259194044
9782253063339,Les Fourmis,Werber,Bernard,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253063339
9782070706778,Le sauvage et l'artifice,Augustin,Berque,11/09/1986,320,https://www.google.fr/books/edition/_/4ZOGQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070706778
9782253027928,Survivre,Bruno,Bettelheim,01/01/1981,530,https://www.google.fr/books/edition/_/tvptHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253027928
9782070760688,Ressusciter,Christian,Bobin,30/09/2001,167,https://www.google.fr/books/edition/_/hHuJQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070760688
9782020145770,Espaces d'une vie,Ricardo,Bofill,01/01/1992,254,https://www.google.fr/books/edition/_/3lVgAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020145770
9782200611545,Atlas du monde global : 100 cartes pour comprendre un monde chaotique,Pascal,Boniface,16/09/2015,160,https://www.google.fr/books/edition/_/8T88jgEACAAJ?hl=fr,https://www.google.com/search?q=9782200611545
9782070327263,L'improbable et autres essais,Yves,Bonnefoy,02/10/1992,349,https://www.google.fr/books/edition/_/mPnvAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070327263
9782070329014,La verite de parole et autres essais,Yves,Bonnefoy,29/08/1995,592,https://www.google.fr/books/edition/_/sollQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070329014
9782070403820,L'arrière-pays,Yves,Bonnefoy,16/06/1998,154,https://www.google.fr/books/edition/_/dAOgAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782070403820
9782080816382,"Rome, 1630 : l'horizon du premier baroque",Yves,Bonnefoy,29/02/2000,285,https://www.google.fr/books/edition/_/VQXlAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782080816382
9782221064313,Le Voyage en Chine,Ninette,Boothroyd,29/10/1992,1536,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782221064313
9782070366149,Fictions,Jorge,Borges,,185,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070366149
9782070375882,Le rapport de Brodie,Jorge,Borges,01/09/1984,154,https://www.google.fr/books/edition/_/Mw_1PAAACAAJ?hl=fr,https://www.google.com/search?q=9782070375882
9782707111470,Voyage de la frégate la Boudeuse et de la flûte l'Étoile autour du monde,Louis-Antoine,Bougainville,01/11/1985,,https://www.google.fr/books/edition/_/Zz4KAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782707111470
9782330082291,Dans la tête de Xi Jinping,François,Bougon,04/10/2017,200,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782330082291
9782880862497,La route de la soie,Luce,Boulnois,28/05/2001,560,https://www.google.fr/books/edition/_/issuAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782880862497
9782020557719,La Domination masculine,Pierre,Bourdieu,05/09/2002,176,https://www.google.fr/books/edition/_/8lTAQgAACAAJ?hl=fr,https://www.google.com/search?q=9782020557719
9782228883665,Chronique japonaise,Nicolas,Bouvier,03/05/1991,288,https://www.google.fr/books/edition/_/Yt1qQgAACAAJ?hl=fr,https://www.google.com/search?q=9782228883665
9782228885607,L'usage du monde,Nicolas,Bouvier,25/09/1992,348,https://www.google.fr/books/edition/_/q41KMQAACAAJ?hl=fr,https://www.google.com/search?q=9782228885607
9782842301767,Le vide et le plein,Nicolas,Bouvier,,,https://www.google.fr/books/edition/_/sow5AAAACAAJ?hl=fr,https://www.google.com/search?q=9782842301767
9782020239226,Brazzaville plage,William,Boyd,15/03/1995,384,https://www.google.fr/books/edition/_/VbIKPAAACAAJ?hl=fr,https://www.google.com/search?q=9782020239226
9782070417742,Chroniques martiennes,Ray,Bradbury,08/12/2002,336,https://www.google.fr/books/edition/_/YDBEvgAACAAJ?hl=fr,https://www.google.com/search?q=9782070417742
9782080811677,"La Méditerranée, tome II, Les hommes et l'héritage",Fernand,Braudel,04/01/1999,217,https://www.google.fr/books/edition/_/keJuQgAACAAJ?hl=fr,https://www.google.com/search?q=9782080811677
9782080816122,Le modèle italien,Fernand,Braudel,05/11/1998,220,https://www.google.fr/books/edition/_/JZBRrTTy6JMC?hl=fr,https://www.google.com/search?q=9782080816122
9782253061687,La méditerranée et le monde méditerranéen à l'époque de Philippe II 1,Fernand,Braudel,01/01/1993,533,https://www.google.fr/books/edition/_/XOKdDAEACAAJ?hl=fr,https://www.google.com/search?q=9782253061687
9782253061694,"La Méditerranée et le monde méditerranéen à l'époque de Philippe II, tome 2",Fernand,Braudel,01/01/1993,800,https://www.google.fr/books/edition/_/wCeKQgAACAAJ?hl=fr,https://www.google.com/search?q=9782253061694
9782253061700,"La Méditerranée et le monde méditerranéen à lÂépoque de Philippe II, tome 3",Fernand,Braudel,01/01/1993,662,https://www.google.fr/books/edition/_/qDeqSgAACAAJ?hl=fr,https://www.google.com/search?q=9782253061700
9782862604114,"Palerme, 1070-1492",Henri,Bresc,,,https://www.google.fr/books/edition/_/gPXuAAAACAAJ?hl=fr,https://www.google.com/search?q=9782862604114
9782070322794,Manifestes du surréalisme,André,Breton,21/02/1985,173,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070322794
9782080811097,Physiologie du goût,BRILLAT-SAVARIN.,BRILLAT-SAVARIN.,01/01/1982,,https://www.google.fr/books/edition/_/ilY-AQAAIAAJ?hl=fr,https://www.google.com/search?q=9782080811097
9782228894982,L'homme aux semelles de vent,Michel,Bris,07/11/2001,269,https://www.google.fr/books/edition/_/6Q74OgAACAAJ?hl=fr,https://www.google.com/search?q=9782228894982
9782226053022,Alexandra David Neel,Jacques,Brosse,05/04/1991,325,https://www.google.fr/books/edition/_/itoGAAAAYAAJ?hl=fr,https://www.google.com/search?q=9782226053022
9782253067726,Misère de la prospérité,P.,Bruckner,04/02/2004,246,https://www.google.fr/books/edition/_/xXMKJQAACAAJ?hl=fr,https://www.google.com/search?q=9782253067726
9782702132524,Le bonheur zen,Henri,Brunel,07/11/2001,138,https://www.google.fr/books/edition/_/wxdHHQAACAAJ?hl=fr,https://www.google.com/search?q=9782702132524
9782253041030,Souvenirs d'un pas grand-chose,Charles,Bukowski,04/03/1987,410,https://www.google.fr/books/edition/_/VG-_GwAACAAJ?hl=fr,https://www.google.com/search?q=9782253041030
9782253153580,Avec les damnés,Charles,Bukowski,15/10/2002,606,https://www.google.fr/books/edition/_/jIGDGwAACAAJ?hl=fr,https://www.google.com/search?q=9782253153580
9782859407292,Khiva,Frederick,Burnaby,13/04/2001,336,https://www.google.fr/books/edition/_/jeZXAAAACAAJ?hl=fr,https://www.google.com/search?q=9782859407292
9782221077771,Oeuvres de Dino Buzzati,Dino,Buzzati,,,https://www.google.fr/books/edition/_/_48U0QEACAAJ?hl=fr,https://www.google.com/search?q=9782221077771
9782266009935,Le désert des Tartares,Dino,Buzzati,26/07/1999,267,https://www.google.fr/books/edition/_/ONeJHAAACAAJ?hl=fr,https://www.google.com/search?q=9782266009935
9782266107525,Un amour,Dino,Buzzati,13/08/2002,,https://www.google.fr/books/edition/_/OrxoxgEACAAJ?hl=fr,https://www.google.com/search?q=9782266107525
9782266122351,Le K,Dino,Buzzati,31/01/2004,441,https://www.google.fr/books/edition/_/1IUgAAAACAAJ?hl=fr,https://www.google.com/search?q=9782266122351
9782228892735,La rumeur des steppes,René,Cagnat,23/10/2000,252,https://www.google.fr/books/edition/_/eOltAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782228892735
9782020055093,Le Baron perché,Italo,Calvino,01/04/1980,,https://www.google.fr/books/edition/_/aKXpAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782020055093
9782020093019,Palomar,Italo,Calvino,01/09/1986,123,https://www.google.fr/books/edition/_/Uoq5AAAACAAJ?hl=fr,https://www.google.com/search?q=9782020093019
9782020297707,Les Villes invisibles,Italo,Calvino,02/06/1996,189,https://www.google.fr/books/edition/_/OCXwAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020297707
9782020334242,Aventures,Italo,Calvino,02/02/1998,260,https://www.google.fr/books/edition/_/f4QpGQAACAAJ?hl=fr,https://www.google.com/search?q=9782020334242
9782020490467,Le chevalier inexistant,Italo,Calvino,05/03/2001,168,https://www.google.fr/books/edition/_/53IuAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020490467
9782070140060,"Le métier d'écrire: correspondance, 1940-1985",Italo,Calvino,05/10/2023,800,https://www.google.fr/books/edition/_/xTwx0AEACAAJ?hl=fr,https://www.google.com/search?q=9782070140060
9782070385454,Leçons américaines,Italo,Calvino,16/10/1992,196,https://www.google.fr/books/edition/_/viYUAAAACAAJ?hl=fr,https://www.google.com/search?q=9782070385454
9782070451067,Si par une nuit d'hiver un voyageur,Italo,Calvino,02/04/2015,400,https://www.google.fr/books/edition/_/yJpXrgEACAAJ?hl=fr,https://www.google.com/search?q=9782070451067
9782072823626,Le baron perché,Italo,Calvino,21/03/2019,384,https://www.google.fr/books/edition/_/epNhwwEACAAJ?hl=fr,https://www.google.com/search?q=9782072823626
9782253029854,Le Vicomte pourfendu,I.,Calvino,01/01/1982,126,https://www.google.fr/books/edition/_/fBPpHAAACAAJ?hl=fr,https://www.google.com/search?q=9782253029854
9782264003355,Marcovaldo,Italo,Calvino,08/07/2006,,https://www.google.fr/books/edition/_/F7TtswEACAAJ?hl=fr,https://www.google.com/search?q=9782264003355
9782264003980,Le corbeau vient le dernier,Italo,Calvino,08/01/1993,251,https://www.google.fr/books/edition/_/KTdXHAAACAAJ?hl=fr,https://www.google.com/search?q=9782264003980
9782070322886,Le mythe de Sisyphe,Albert,Camus,21/02/1985,169,https://www.google.fr/books/edition/_/24gOAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782070322886
9782226006073,Le Territoire de l'homme : réflexions 1942-1972,Elias,Canetti,08/03/1978,368,https://www.google.fr/books/edition/_/I-8IAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782226006073
9782221078228,Dictionnaire du jazz,Philippe,Carles,27/10/1994,1379,https://www.google.fr/books/edition/_/JkMORAAACAAJ?hl=fr,https://www.google.com/search?q=9782221078228
9782757814680,Un homme très recherché,John,Carre,15/09/2009,409,https://www.google.fr/books/edition/_/qQVmQAAACAAJ?hl=fr,https://www.google.com/search?q=9782757814680
9782020479912,La Taupe,John,Carré,09/10/2001,411,https://www.google.fr/books/edition/_/K3evjgEACAAJ?hl=fr,https://www.google.com/search?q=9782020479912
9782020557214,La Constance du jardinier,John,Carré,08/04/2005,518,https://www.google.fr/books/edition/_/XTrEPAAACAAJ?hl=fr,https://www.google.com/search?q=9782020557214
9782021113921,Une vérité si délicate,John,Carré,17/10/2013,336,https://www.google.fr/books/edition/_/bstZvgEACAAJ?hl=fr,https://www.google.com/search?q=9782021113921
9782221069912,Oeuvres 1,John,Carré,01/02/1991,1340,https://www.google.fr/books/edition/_/dc40OAAACAAJ?hl=fr,https://www.google.com/search?q=9782221069912
9782266087872,Le cercle des menteurs,JEAN-CLAUDE,CARRIERE,05/05/1999,435,https://www.google.fr/books/edition/_/3djAGAAACAAJ?hl=fr,https://www.google.com/search?q=9782266087872
9782259182041,Dictionnaire amoureux de l'Inde,Jean-Claude,Carrière,20/09/2001,450,https://www.google.fr/books/edition/_/lT9AQAAACAAJ?hl=fr,https://www.google.com/search?q=9782259182041
9782266054010,La Controverse de Valladolid,Jean-Claude,Carrière,01/01/1993,188,https://www.google.fr/books/edition/_/KOHUoAEACAAJ?hl=fr,https://www.google.com/search?q=9782266054010
9782266076869,Le Mahabharata,Jean-Claude,Carrière,06/12/2001,317,https://www.google.fr/books/edition/_/9qZTPgAACAAJ?hl=fr,https://www.google.com/search?q=9782266076869
9782715258280,Par petites touches,Philippe,Cassard,01/09/2022,200,https://www.google.fr/books/edition/_/AA99zwEACAAJ?hl=fr,https://www.google.com/search?q=9782715258280
9782070546794,Fondateurs de Rome,Philippe,Castejon,29/08/2001,128,https://www.google.fr/books/edition/_/U9LfGwAACAAJ?hl=fr,https://www.google.com/search?q=9782070546794
9782020086462,Le Vent de la nuit,Michel,Castillo,01/02/1985,672,https://www.google.fr/books/edition/_/PluINAAACAAJ?hl=fr,https://www.google.com/search?q=9782020086462
9782020127134,Andalousie,Michel,Castillo,17/04/1991,204,https://www.google.fr/books/edition/_/kR1VAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020127134
9782710387534,Croquis de mémoire,Jean,Cau,04/01/2018,272,https://www.google.fr/books/edition/_/RAhFswEACAAJ?hl=fr,https://www.google.com/search?q=9782710387534
9782070360284,Voyage au bout de la nuit,Louis-Ferdinand,Céline,16/02/1972,505,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070360284
9782262014780,Les empires nomades de la Mongolie au Danube,Gérard,Chaliand,01/10/1998,228,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782262014780
9782080816016,Introduction à l'histoire de l'art français,André,Chastel,04/01/1999,224,https://www.google.fr/books/edition/_/_IfUAQAACAAJ?hl=fr,https://www.google.com/search?q=9782080816016
9782907629072,L' Oman et les émirats du Golfe,Alain,Chenevière,25/11/1998,128,https://www.google.fr/books/edition/_/SuBtAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782907629072
9782020125758,Vide et plein,Francois,Cheng,01/05/1991,192,https://www.google.fr/books/edition/_/CsFBAAAACAAJ?hl=fr,https://www.google.com/search?q=9782020125758
9782226127020,L'éternité n'est pas de trop,François,Cheng,04/01/2002,272,https://www.google.fr/books/edition/_/W54bAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782226127020
9782226172150,Cinq méditations sur la beauté,François,Cheng,22/03/2006,160,https://www.google.fr/books/edition/_/DzJlAAAAMAAJ?hl=fr,https://www.google.com/search?q=9782226172150
9782226251923,Assise : une rencontre inattendue,François,Cheng,29/10/2014,64,https://www.google.fr/books/edition/_/8PST2io3F0MC?hl=fr,https://www.google.com/search?q=9782226251923
9782226400420,Cinq méditations sur la beauté,François,Cheng,02/11/2017,180,https://www.google.fr/books/edition/_/6luJswEACAAJ?hl=fr,https://www.google.com/search?q=9782226400420
9782221503195,"Dictionnaire des symboles : mythes, rêves, coutumes, gestes, formes, figures, couleurs, nombres",Chevalier,Chevalier,01/10/1982,1060,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782221503195
9782748900729,La fabrication du consentement : de la propagande médiatique en démocratie,Noam,Chomsky,16/10/2008,653,https://www.google.fr/books/edition/_/M853PAAACAAJ?hl=fr,https://www.google.com/search?q=9782748900729
9782748901214,Raison & liberté,Noam,Chomsky,17/04/2010,400,https://www.google.fr/books/edition/_/zOTKSAAACAAJ?hl=fr,https://www.google.com/search?q=9782748901214
9782748902044,Guerre nucléaire et catastrophe écologique,Noam,Chomsky,13/03/2014,190,https://www.google.fr/books/edition/_/0OCIoAEACAAJ?hl=fr,https://www.google.com/search?q=9782748902044
9782330039042,Alexandre Scriabine ou L'ivresse des sphères,Jean-Yves,Clément,14/01/2015,190,https://www.google.fr/books/edition/_/x-UTrgEACAAJ?hl=fr,https://www.google.com/search?q=9782330039042
9782330061357,Die Krankheit und Heilgottheiten des Lamaismus,Jean-Yves,Clément,06/04/2016,176,https://www.google.fr/books/edition/_/oIrPjwEACAAJ?hl=fr,https://www.google.com/search?q=9782330061357
9782070326808,Le rêve mexicain ou La pensée interrompue,Jean,Clézio,13/02/1992,288,https://www.google.fr/books/edition/_/TKGTAQAACAAJ?hl=fr,https://www.google.com/search?q=9782070326808
9782070363537,Le Procès-verbal,Jean-Marie,Clézio,16/03/1973,320,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070363537
9782070412167,Gens des nuages,Jean-Marie,Clézio,03/12/1999,151,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782070412167
9782259026987,"Les grands Moghols : splendeur et chute, 1526-1707",ANDRE,CLOT,,,https://www.google.fr/books/edition/_/G3RxQgAACAAJ?hl=fr,https://www.google.com/search?q=9782259026987
9782723465977,100 ans d'exploration française,Christian,Clot,15/04/2009,384,https://www.google.fr/books/edition/_/e31OAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782723465977
9782253143796,Le Pèlerin de Compostelle,Paulo,Coelho,,,https://www.google.fr/books/edition/_/NOT_FOUND?hl=fr,https://www.google.com/search?q=9782253143796
9782910188139,L'Alchimiste,Paulo,Coelho,04/06/1999,,https://www.google.fr/books/edition/_/vCYNzgEACAAJ?hl=fr,https://www.google.com/search?q=9782910188139
9782070269174,Belle du Seigneur,Albert,Cohen,21/06/1968,853,https://www.google.fr/books/edition/_/sxgIAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782070269174
9782070371709,Mangeclous,Albert,Cohen,,496,https://www.google.fr/books/edition/_/lE2HwgEACAAJ?hl=fr,https://www.google.com/search?q=9782070371709
9782226192981,Prosperite Du Vice,Daniel,Cohen,02/09/2009,282,https://www.google.fr/books/edition/_/l0QsAQAAIAAJ?hl=fr,https://www.google.com/search?q=9782226192981
9782020060950,Règles des moines,Collectif,Collectif,01/03/1982,186,https://www.google.fr/books/edition/_/73kVPQAACAAJ?hl=fr,https://www.google.com/search?q=9782020060950
9782070407095,Hist Des Religions,Collectif,Collectif,22/01/1999,784,https://www.google.fr/books/edition/_/WrHZQgAACAAJ?hl=fr,https://www.google.com/search?q=9782070407095
9782082015622,Les 1001 livres qu'il faut avoir lus dans sa vie,Collectif,Collectif,08/02/2007,960,https://www.google.fr/books/edition/_/AHytPQAACAAJ?hl=fr,https://www.google.com/search?q=9782082015622
